"Crop","State","Season","Area-2021-22","Area-2022-23","Area-2023-24","Area-2024-25","Area-2025-26","Production-2021-22","Production-2022-23","Production-2023-24","Production-2024-25","Production-2025-26","Yield-2021-22","Yield-2022-23","Yield-2023-24","Yield-2024-25","Yield-2025-26"
"Lentil","Himachal Pradesh","Rabi","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1463.00","1320.00","1320.00","1320.00","1320.00"
"Lentil","Himachal Pradesh","Total","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1463.00","1320.00","1320.00","1320.00","1320.00"
"Lentil","Jammu And Kashmir","Rabi","0.00","","","","","0.00","","","","","586.00","","","",""
"Lentil","Jammu And Kashmir","Total","0.00","","","","","0.00","","","","","586.00","","","",""
"Lentil","Jharkhand","Rabi","0.65","0.59","0.58","0.78","0.65","0.58","0.48","0.53","0.67","0.56","880.00","815.00","917.00","859.00","862.00"
"Lentil","Jharkhand","Total","0.65","0.59","0.58","0.78","0.65","0.58","0.48","0.53","0.67","0.56","880.00","815.00","917.00","859.00","862.00"
"Lentil","Karnataka","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Lentil","Karnataka","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Lentil","Kerala","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Lentil","Kerala","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Lentil","Ladakh","Rabi","0.00","0.00","0.00","","","0.00","0.00","0.00","","","0.00","977.00","977.00","",""
"Lentil","Ladakh","Total","0.00","0.00","0.00","","","0.00","0.00","0.00","","","0.00","977.00","977.00","",""
"Lentil","Lakshadweep","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Lentil","Lakshadweep","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Lentil","Madhya Pradesh","Rabi","4.92","6.55","7.15","6.30","6.25","4.42","6.36","8.24","6.02","6.01","899.00","971.00","1152.00","956.00","962.00"
"Lentil","Madhya Pradesh","Total","4.92","6.55","7.15","6.30","6.25","4.42","6.36","8.24","6.02","6.01","899.00","971.00","1152.00","956.00","962.00"
"Lentil","Maharashtra","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Lentil","Maharashtra","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Lentil","Manipur","Rabi","0.01","0.01","0.01","0.01","","0.01","0.01","0.01","0.02","","963.00","967.00","970.00","1300.00",""
"Lentil","Manipur","Total","0.01","0.01","0.01","0.01","","0.01","0.01","0.01","0.02","","963.00","967.00","970.00","1300.00",""
"Lentil","Meghalaya","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Lentil","Meghalaya","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Lentil","Mizoram","Rabi","","","","","","0.00","","","","","","","","",""
"Lentil","Mizoram","Total","","","","","","0.00","","","","","","","","",""
"Lentil","Nagaland","Rabi","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","855.00","813.00","817.00","817.00",""
"Lentil","Nagaland","Total","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","855.00","813.00","817.00","817.00",""
"Lentil","Odisha","Rabi","0.12","0.15","0.15","0.19","0.19","0.06","0.08","0.08","0.14","0.15","528.00","526.00","526.00","723.00","782.00"
"Lentil","Odisha","Total","0.12","0.15","0.15","0.19","0.19","0.06","0.08","0.08","0.14","0.15","528.00","526.00","526.00","723.00","782.00"
"Lentil","Puducherry","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Lentil","Puducherry","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Lentil","Punjab","Rabi","0.01","0.01","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","553.00","954.00","478.00","723.00","704.00"
"Lentil","Punjab","Total","0.01","0.01","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.00","553.00","954.00","478.00","723.00","704.00"
"Lentil","Rajasthan","Rabi","0.17","0.21","0.27","0.25","0.29","0.22","0.29","0.34","0.27","0.35","1326.00","1375.00","1254.00","1070.00","1225.00"
"Lentil","Rajasthan","Total","0.17","0.21","0.27","0.25","0.29","0.22","0.29","0.34","0.27","0.35","1326.00","1375.00","1254.00","1070.00","1225.00"
"Lentil","Sikkim","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Lentil","Sikkim","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Lentil","Tamil Nadu","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Lentil","Tamil Nadu","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Lentil","Telangana","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Lentil","Telangana","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Lentil","Tripura","Rabi","0.01","0.01","0.01","0.00","","0.01","0.01","0.01","0.00","","766.00","795.00","795.00","744.00",""
"Lentil","Tripura","Total","0.01","0.01","0.01","0.00","","0.01","0.01","0.01","0.00","","766.00","795.00","795.00","744.00",""
"Lentil","Uttar Pradesh","Rabi","4.94","5.44","5.77","6.04","6.64","4.66","5.17","5.77","6.25","7.22","944.00","950.00","1000.00","1035.00","1087.00"
"Lentil","Uttar Pradesh","Total","4.94","5.44","5.77","6.04","6.64","4.66","5.17","5.77","6.25","7.22","944.00","950.00","1000.00","1035.00","1087.00"
"Lentil","Uttarakhand","Rabi","0.09","0.11","0.10","0.07","0.07","0.08","0.10","0.07","0.06","0.06","875.00","925.00","757.00","807.00","839.00"
"Lentil","Uttarakhand","Total","0.09","0.11","0.10","0.07","0.07","0.08","0.10","0.07","0.06","0.06","875.00","925.00","757.00","807.00","839.00"
"Lentil","West Bengal","Rabi","1.50","1.57","1.58","1.58","1.52","1.15","1.51","1.44","1.45","1.39","769.00","960.00","913.00","915.00","915.00"
"Lentil","West Bengal","Total","1.50","1.57","1.58","1.58","1.52","1.15","1.51","1.44","1.45","1.39","769.00","960.00","913.00","915.00","915.00"
"Lentil","Others","Rabi","","","","","0.02","","","","","0.02","","","","","1044.00"
"Lentil","Others","Total","","","","","0.02","","","","","0.02","","","","","1044.00"
"Lentil","All India","Rabi","14.12","16.37","17.43","16.99","17.41","12.69","15.59","17.91","16.54","17.33","899.00","952.00","1028.00","973.00","996.00"
"Lentil","All India","Total","14.12","16.37","17.43","16.99","17.41","12.69","15.59","17.91","16.54","17.33","899.00","952.00","1028.00","973.00","996.00"
"Other Pulses","Andaman And Nicobar Islands","Rabi","","","","","","","","","","","","","","",""
"Other Pulses","Andaman And Nicobar Islands","Total","","","","","","","","","","","","","","",""
"Other Pulses","Andhra Pradesh","Kharif","0.09","0.09","0.07","0.07","0.16","0.05","0.04","0.02","0.04","0.07","556.00","427.00","368.00","503.00","441.00"
"Other Pulses","Andhra Pradesh","Rabi","0.24","0.35","0.34","0.87","0.47","0.18","0.33","0.21","0.60","0.34","750.00","951.00","633.00","684.00","725.00"
"Other Pulses","Andhra Pradesh","Total","0.33","0.44","0.40","0.94","0.63","0.23","0.37","0.24","0.63","0.41","697.00","844.00","589.00","670.00","653.00"
"Other Pulses","Arunachal Pradesh","Kharif","0.03","0.03","0.03","0.03","","0.03","0.03","0.02","0.02","","965.00","970.00","952.00","953.00",""
"Other Pulses","Arunachal Pradesh","Rabi","0.05","0.05","0.06","0.06","","0.06","0.07","0.07","0.07","","1270.00","1408.00","1248.00","1251.00",""
"Other Pulses","Arunachal Pradesh","Total","0.08","0.08","0.08","0.08","","0.09","0.10","0.10","0.10","","1150.00","1234.00","1157.00","1159.00",""
"Other Pulses","Assam","Rabi","0.44","0.44","0.42","0.43","","0.39","0.40","0.40","0.41","","890.00","912.00","947.00","964.00",""
"Other Pulses","Assam","Total","0.44","0.44","0.42","0.43","","0.39","0.40","0.40","0.41","","890.00","912.00","947.00","964.00",""
"Other Pulses","Bihar","Kharif","0.09","0.08","0.09","0.10","0.12","0.08","0.07","0.08","0.08","0.10","884.00","884.00","886.00","848.00","828.00"
"Other Pulses","Bihar","Rabi","0.59","0.53","0.55","0.54","0.54","0.61","0.58","0.53","0.58","0.56","1041.00","1091.00","964.00","1080.00","1044.00"
"Other Pulses","Bihar","Total","0.68","0.62","0.63","0.64","0.66","0.69","0.66","0.60","0.66","0.66","1020.00","1064.00","953.00","1045.00","1004.00"
"Other Pulses","Chhattisgarh","Kharif","0.24","0.22","0.19","0.19","0.18","0.10","0.08","0.07","0.08","0.07","410.00","387.00","390.00","400.00","410.00"
"Other Pulses","Chhattisgarh","Rabi","1.69","1.71","1.54","1.47","1.60","0.78","1.27","0.94","0.90","0.91","463.00","739.00","612.00","614.00","571.00"
"Other Pulses","Chhattisgarh","Total","1.93","1.93","1.73","1.66","1.77","0.88","1.35","1.01","0.98","0.98","456.00","699.00","587.00","590.00","555.00"
"Other Pulses","Dadra And Nagar Haveli","Kharif","0.00","","","","","","","","","","0.00","","","",""
"Other Pulses","Dadra And Nagar Haveli","Rabi","0.00","","","","","","","","","","0.00","","","",""
"Other Pulses","Dadra And Nagar Haveli","Total","0.00","","","","","","","","","","0.00","","","",""
"Other Pulses","Daman And Diu","Rabi","0.00","","","","","","","","","","0.00","","","",""
"Other Pulses","Daman And Diu","Total","0.00","","","","","","","","","","0.00","","","",""
"Other Pulses","Delhi","Kharif","0.00","","","","","","","","","","0.00","","","",""
"Other Pulses","Delhi","Total","0.00","","","","","","","","","","0.00","","","",""
"Other Pulses","Goa","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Other Pulses","Goa","Rabi","0.04","0.04","0.04","0.04","","0.03","0.03","0.04","0.04","","798.00","886.00","986.00","924.00",""
"Other Pulses","Goa","Total","0.04","0.04","0.04","0.04","","0.03","0.03","0.04","0.04","","798.00","886.00","986.00","924.00",""
"Other Pulses","Gujarat","Kharif","0.15","0.16","0.19","0.24","0.22","0.07","0.08","0.12","0.23","0.14","460.00","516.00","672.00","958.00","645.00"
"Other Pulses","Gujarat","Rabi","0.45","0.18","0.22","0.48","0.32","0.34","0.05","0.13","0.41","0.29","760.00","291.00","592.00","856.00","903.00"
"Other Pulses","Gujarat","Total","0.60","0.34","0.41","0.72","0.55","0.41","0.13","0.26","0.64","0.44","685.00","397.00","629.00","890.00","797.00"
"Other Pulses","Haryana","Kharif","0.01","0.01","0.01","0.01","0.00","0.01","0.00","0.01","0.00","0.00","584.00","541.00","950.00","503.00","807.00"
"Other Pulses","Haryana","Rabi","0.05","0.03","0.02","0.04","0.02","0.06","0.03","0.02","0.05","0.02","1160.00","1214.00","1214.00","1245.00","1245.00"
"Other Pulses","Haryana","Total","0.06","0.04","0.03","0.05","0.02","0.06","0.04","0.03","0.06","0.03","1032.00","1064.00","1152.00","1128.00","1202.00"
"Other Pulses","Himachal Pradesh","Kharif","0.22","0.09","0.09","0.10","0.21","0.42","0.12","0.12","0.16","0.23","1933.00","1283.00","1276.00","1495.00","1081.00"
"Other Pulses","Himachal Pradesh","Rabi","0.11","0.13","0.13","0.13","0.13","0.28","0.32","0.32","0.32","0.31","2456.00","2437.00","2435.00","2438.00","2435.00"
"Other Pulses","Himachal Pradesh","Total","0.33","0.22","0.23","0.23","0.34","0.70","0.44","0.44","0.47","0.54","2113.00","1956.00","1953.00","2016.00","1595.00"
"Other Pulses","Jammu And Kashmir","Kharif","0.13","0.07","0.19","0.19","","0.08","0.06","0.09","0.09","","633.00","776.00","501.00","501.00",""
"Other Pulses","Jammu And Kashmir","Rabi","0.01","0.01","0.01","0.01","","0.01","0.01","0.01","0.01","","781.00","919.00","919.00","919.00",""
"Other Pulses","Jammu And Kashmir","Total","0.14","0.08","0.20","0.20","","0.09","0.06","0.10","0.10","","646.00","792.00","520.00","520.00",""
"Other Pulses","Jharkhand","Kharif","0.38","0.30","0.27","0.39","0.25","0.26","0.20","0.27","0.30","0.19","669.00","680.00","1011.00","773.00","760.00"
"Other Pulses","Jharkhand","Rabi","0.84","0.71","0.70","1.10","0.95","0.84","0.73","0.76","1.25","1.12","993.00","1029.00","1094.00","1132.00","1171.00"
"Other Pulses","Jharkhand","Total","1.23","1.01","0.97","1.49","1.21","1.09","0.93","1.04","1.55","1.31","891.00","925.00","1071.00","1038.00","1085.00"
"Other Pulses","Karnataka","Kharif","1.07","1.03","1.54","1.85","1.65","0.53","0.51","0.84","1.00","0.97","495.00","498.00","542.00","543.00","588.00"
"Other Pulses","Karnataka","Rabi","1.51","1.11","1.07","1.28","1.21","0.93","0.67","0.64","0.80","0.74","615.00","602.00","599.00","623.00","613.00"
"Other Pulses","Karnataka","Total","2.58","2.14","2.61","3.13","2.86","1.46","1.18","1.48","1.80","1.71","566.00","552.00","566.00","575.00","599.00"
"Other Pulses","Kerala","Kharif","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2500.00","1800.00","2436.00","1019.00","1023.00"
"Other Pulses","Kerala","Rabi","0.01","0.01","0.01","0.01","0.00","0.01","0.01","0.01","0.00","0.00","1065.00","1128.00","1301.00","592.00","1131.00"
"Other Pulses","Kerala","Total","0.01","0.01","0.01","0.01","0.00","0.01","0.01","0.01","0.00","0.00","1069.00","1132.00","1490.00","595.00","1122.00"
"Other Pulses","Ladakh","Kharif","0.01","0.01","0.01","0.01","","0.01","0.01","0.01","0.01","","900.00","798.00","798.00","848.00",""
"Other Pulses","Ladakh","Total","0.01","0.01","0.01","0.01","","0.01","0.01","0.01","0.01","","900.00","798.00","798.00","848.00",""
"Other Pulses","Madhya Pradesh","Kharif","0.01","","","","","0.00","","","","","267.00","","","",""
"Other Pulses","Madhya Pradesh","Rabi","1.36","1.32","1.29","2.65","3.16","1.12","1.39","1.27","2.26","2.72","824.00","1055.00","985.00","854.00","860.00"
"Other Pulses","Madhya Pradesh","Total","1.37","1.32","1.29","2.65","3.16","1.12","1.39","1.27","2.26","2.72","819.00","1055.00","985.00","854.00","860.00"
"Other Pulses","Maharashtra","Kharif","0.79","0.81","0.62","0.71","0.69","0.68","0.75","0.47","0.75","0.71","867.00","931.00","760.00","1046.00","1041.00"
"Other Pulses","Maharashtra","Rabi","1.31","1.49","1.10","1.63","1.82","0.59","0.74","0.53","0.82","1.34","449.00","501.00","479.00","500.00","738.00"
"Other Pulses","Maharashtra","Total","2.10","2.29","1.72","2.35","2.51","1.27","1.50","1.00","1.56","2.06","605.00","652.00","580.00","666.00","821.00"
"Other Pulses","Manipur","Kharif","0.02","0.02","0.02","0.01","","0.02","0.02","0.02","0.01","","950.00","983.00","900.00","900.00",""
"Other Pulses","Manipur","Rabi","0.27","0.26","0.25","0.16","","0.25","0.25","0.25","0.16","","936.00","986.00","983.00","1040.00",""
"Other Pulses","Manipur","Total","0.29","0.28","0.27","0.17","","0.27","0.28","0.27","0.17","","938.00","986.00","976.00","1031.00",""
"Other Pulses","Meghalaya","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Other Pulses","Meghalaya","Rabi","0.05","0.05","0.05","0.05","","0.09","0.09","0.09","0.09","","1612.00","1642.00","1642.00","1642.00",""
"Other Pulses","Meghalaya","Total","0.05","0.05","0.05","0.05","","0.09","0.09","0.09","0.09","","1612.00","1642.00","1642.00","1642.00",""
"Other Pulses","Mizoram","Kharif","0.02","0.01","0.01","0.01","","0.02","0.02","0.02","0.01","","1445.00","1200.00","1509.00","744.00",""
"Other Pulses","Mizoram","Rabi","0.02","0.02","0.02","0.01","","0.03","0.02","0.03","0.01","","1463.00","1265.00","1660.00","876.00",""
"Other Pulses","Mizoram","Total","0.04","0.03","0.03","0.02","","0.05","0.04","0.04","0.02","","1455.00","1237.00","1600.00","817.00",""
"Other Pulses","Nagaland","Kharif","0.13","0.17","0.16","0.17","","0.16","0.21","0.20","0.22","","1181.00","1205.00","1235.00","1250.00",""
"Other Pulses","Nagaland","Rabi","0.11","0.13","0.14","0.14","","0.13","0.16","0.16","0.17","","1181.00","1178.00","1207.00","1198.00",""
"Other Pulses","Nagaland","Total","0.24","0.30","0.30","0.32","","0.29","0.36","0.37","0.39","","1181.00","1193.00","1222.00","1227.00",""
"Other Pulses","Odisha","Kharif","1.74","1.62","2.02","1.67","1.34","0.89","0.87","1.05","1.21","1.11","515.00","536.00","519.00","723.00","828.00"
"Other Pulses","Odisha","Rabi","1.83","1.63","1.63","1.67","3.66","1.08","0.99","0.99","1.33","2.95","591.00","607.00","607.00","796.00","805.00"
"Other Pulses","Odisha","Total","3.56","3.25","3.66","3.34","5.00","1.97","1.86","2.04","2.54","4.05","554.00","571.00","558.00","760.00","811.00"
"Other Pulses","Puducherry","Kharif","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","1000.00","750.00","917.00","900.00",""
"Other Pulses","Puducherry","Rabi","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","1000.00","802.00","900.00","900.00",""
"Other Pulses","Puducherry","Total","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","1000.00","801.00","901.00","900.00",""
"Other Pulses","Punjab","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Other Pulses","Punjab","Rabi","0.03","0.03","0.00","0.00","0.01","0.04","0.03","0.00","0.00","0.01","1375.00","1041.00","1250.00","1645.00","704.00"
"Other Pulses","Punjab","Total","0.03","0.03","0.00","0.00","0.01","0.04","0.03","0.00","0.00","0.01","1375.00","1041.00","1250.00","1645.00","704.00"
"Other Pulses","Rajasthan","Kharif","11.30","8.62","9.83","9.96","9.25","2.39","4.29","3.75","4.97","5.19","212.00","498.00","381.00","499.00","561.00"
"Other Pulses","Rajasthan","Rabi","0.16","0.15","0.14","0.13","0.08","0.38","0.30","0.36","0.42","0.14","2321.00","2008.00","2545.00","3361.00","1787.00"
"Other Pulses","Rajasthan","Total","11.46","8.77","9.97","10.09","9.32","2.77","4.59","4.10","5.39","5.32","242.00","524.00","412.00","534.00","571.00"
"Other Pulses","Sikkim","Kharif","0.00","","0.04","0.04","","0.00","","0.04","0.04","","0.00","","986.00","986.00",""
"Other Pulses","Sikkim","Rabi","0.02","0.02","","","","0.02","0.02","","","","998.00","998.00","","",""
"Other Pulses","Sikkim","Total","0.02","0.02","0.04","0.04","","0.02","0.02","0.04","0.04","","998.00","998.00","986.00","986.00",""
"Other Pulses","Tamil Nadu","Kharif","0.75","0.75","0.72","0.69","0.60","0.53","0.54","0.49","0.41","0.37","704.00","730.00","680.00","597.00","610.00"
"Other Pulses","Tamil Nadu","Rabi","1.03","1.06","1.20","1.12","1.10","0.66","0.72","0.74","0.75","0.73","641.00","678.00","615.00","665.00","666.00"
"Other Pulses","Tamil Nadu","Total","1.78","1.81","1.92","1.82","1.70","1.19","1.26","1.23","1.16","1.10","668.00","700.00","639.00","639.00","646.00"
"Other Pulses","Telangana","Kharif","0.01","0.01","0.01","0.01","0.02","0.01","0.01","0.01","0.01","0.01","1000.00","730.00","683.00","1004.00","691.00"
"Other Pulses","Telangana","Rabi","0.11","0.03","0.04","0.04","0.04","0.08","0.03","0.04","0.07","0.05","727.00","902.00","1098.00","1597.00","1162.00"
"Other Pulses","Telangana","Total","0.12","0.04","0.05","0.05","0.06","0.09","0.03","0.05","0.08","0.06","750.00","859.00","1015.00","1490.00","1033.00"
"Other Pulses","Tripura","Kharif","0.04","0.04","0.04","0.04","","0.03","0.03","0.03","0.03","","792.00","830.00","830.00","844.00",""
"Other Pulses","Tripura","Rabi","0.05","0.05","0.05","0.06","","0.04","0.04","0.04","0.05","","866.00","941.00","941.00","939.00",""
"Other Pulses","Tripura","Total","0.08","0.08","0.08","0.09","","0.07","0.07","0.07","0.08","","832.00","893.00","893.00","899.00",""
"Other Pulses","Uttar Pradesh","Kharif","","","","","","","","","","","","","","",""
"Other Pulses","Uttar Pradesh","Rabi","3.91","4.62","4.68","3.21","4.00","6.35","7.16","7.85","5.36","7.28","1624.00","1549.00","1678.00","1670.00","1820.00"
"Other Pulses","Uttar Pradesh","Total","3.91","4.62","4.68","3.21","4.00","6.35","7.16","7.85","5.36","7.28","1624.00","1549.00","1678.00","1670.00","1820.00"
"Other Pulses","Uttarakhand","Kharif","0.27","0.27","0.25","0.26","0.25","0.31","0.28","0.26","0.27","0.23","1148.00","1034.00","1006.00","1038.00","938.00"
"Other Pulses","Uttarakhand","Rabi","0.06","0.09","0.05","0.02","0.05","0.05","0.08","0.05","0.01","0.04","833.00","942.00","964.00","821.00","909.00"
"Other Pulses","Uttarakhand","Total","0.33","0.36","0.30","0.27","0.29","0.36","0.36","0.30","0.28","0.27","1091.00","1011.00","999.00","1024.00","933.00"
"Other Pulses","West Bengal","Kharif","0.01","0.01","0.01","0.01","","0.01","0.00","0.00","0.00","","662.00","687.00","683.00","649.00",""
"Other Pulses","West Bengal","Rabi","1.08","1.10","1.08","0.99","0.88","1.14","1.35","1.29","1.17","1.05","1060.00","1237.00","1191.00","1184.00","1189.00"
"Other Pulses","West Bengal","Total","1.09","1.10","1.09","1.00","0.88","1.15","1.36","1.30","1.18","1.05","1057.00","1233.00","1188.00","1181.00","1189.00"
"Other Pulses","Others","Kharif","","","","","0.49","","","","","0.43","","","","","872.00"
"Other Pulses","Others","Rabi","","","","","0.53","","","","","0.60","","","","","1143.00"
"Other Pulses","Others","Total","","","","","1.02","","","","","1.03","","","","","1012.00"
"Other Pulses","All India","Kharif","17.51","14.42","16.40","16.75","15.43","6.69","8.24","7.99","9.93","9.83","382.00","571.00","487.00","593.00","637.00"
"Other Pulses","All India","Rabi","17.44","17.34","16.82","18.33","20.57","16.58","17.90","17.78","18.11","21.21","951.00","1032.00","1057.00","988.00","1031.00"
"Other Pulses","All India","Total","34.95","31.77","33.22","35.08","36.00","23.27","26.14","25.77","28.04","31.04","666.00","823.00","776.00","799.00","862.00"
"Total Pulses","Andaman And Nicobar Islands","Kharif","0.00","0.00","0.00","","","0.00","0.00","0.00","","","100.00","360.00","810.00","",""
"Total Pulses","Andaman And Nicobar Islands","Rabi","0.01","0.00","0.01","0.01","","0.00","0.00","0.00","0.00","","407.00","370.00","359.00","347.00",""
"Total Pulses","Andaman And Nicobar Islands","Total","0.01","0.01","0.01","0.01","","0.00","0.00","0.00","0.00","","406.00","364.00","359.00","347.00",""
"Total Pulses","Andhra Pradesh","Kharif","3.07","2.87","2.77","4.21","4.72","1.09","1.14","1.36","2.15","2.07","355.00","397.00","491.00","510.00","440.00"
"Total Pulses","Andhra Pradesh","Rabi","9.20","7.45","6.64","7.17","7.22","9.45","9.62","6.87","7.81","8.27","1028.00","1291.00","1035.00","1090.00","1145.00"
"Total Pulses","Andhra Pradesh","Total","12.27","10.32","9.41","11.38","11.94","10.54","10.76","8.23","9.96","10.34","859.00","1042.00","874.00","875.00","866.00"
"Total Pulses","Arunachal Pradesh","Kharif","0.07","0.07","0.06","0.08","","0.06","0.07","0.06","0.07","","961.00","967.00","959.00","966.00",""
"Total Pulses","Arunachal Pradesh","Rabi","0.07","0.07","0.08","0.06","","0.08","0.09","0.09","0.08","","1177.00","1279.00","1171.00","1217.00",""
"Total Pulses","Arunachal Pradesh","Total","0.14","0.14","0.14","0.14","","0.15","0.15","0.15","0.15","","1071.00","1124.00","1078.00","1079.00",""
"Total Pulses","Assam","Kharif","0.06","0.06","0.64","0.06","0.70","0.05","0.05","0.43","0.05","0.49","858.00","865.00","677.00","865.00","705.00"
"Total Pulses","Assam","Rabi","1.39","1.38","1.39","1.41","0.30","1.06","1.06","1.12","1.13","0.25","763.00","770.00","802.00","803.00","838.00"
"Total Pulses","Assam","Summer","","","0.17","0.24","","","","0.13","0.19","","","","759.00","808.00",""
"Total Pulses","Assam","Total","1.44","1.44","2.20","1.71","1.00","1.11","1.11","1.68","1.38","0.74","767.00","774.00","763.00","806.00","745.00"
"Total Pulses","Bihar","Kharif","0.35","0.33","0.34","0.36","0.39","0.39","0.41","0.41","0.37","0.43","1121.00","1244.00","1217.00","1041.00","1114.00"
"Total Pulses","Bihar","Rabi","4.00","2.40","2.75","2.49","2.55","3.49","2.47","2.45","2.59","2.51","871.00","1029.00","890.00","1039.00","987.00"
"Total Pulses","Bihar","Summer","","1.61","1.59","1.60","","","1.26","1.13","0.95","","","783.00","708.00","595.00",""
"Total Pulses","Bihar","Total","4.35","4.34","4.68","4.45","2.93","3.88","4.14","3.99","3.91","2.94","891.00","954.00","852.00","879.00","1004.00"
"Total Pulses","Chandigarh","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Chandigarh","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Chandigarh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Chhattisgarh","Kharif","1.38","1.33","1.19","1.14","1.19","0.61","0.62","0.53","0.50","0.54","442.00","470.00","446.00","443.00","459.00"
"Total Pulses","Chhattisgarh","Rabi","5.19","4.93","4.26","4.15","4.31","3.26","4.12","3.12","3.51","3.11","628.00","836.00","733.00","846.00","722.00"
"Total Pulses","Chhattisgarh","Total","6.57","6.26","5.45","5.28","5.49","3.87","4.75","3.65","4.01","3.66","589.00","759.00","670.00","759.00","665.00"
"Total Pulses","Dadra And Nagar Haveli","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Dadra And Nagar Haveli","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Dadra And Nagar Haveli","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Daman And Diu","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Daman And Diu","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Daman And Diu","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Delhi","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Delhi","Rabi","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","2000.00","2000.00","2000.00","2000.00",""
"Total Pulses","Delhi","Total","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","2000.00","2000.00","2000.00","2000.00",""
"Total Pulses","Goa","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Goa","Rabi","0.04","0.04","0.04","0.04","","0.03","0.03","0.04","0.04","","798.00","886.00","986.00","924.00",""
"Total Pulses","Goa","Total","0.04","0.04","0.04","0.04","","0.03","0.03","0.04","0.04","","798.00","886.00","986.00","924.00",""
"Total Pulses","Gujarat","Kharif","5.20","4.36","3.90","3.09","4.65","4.34","3.98","3.66","2.86","4.76","835.00","911.00","939.00","924.00","1023.00"
"Total Pulses","Gujarat","Rabi","12.42","8.07","6.68","9.22","9.62","22.67","13.15","10.96","16.23","16.97","1825.00","1630.00","1640.00","1761.00","1764.00"
"Total Pulses","Gujarat","Summer","","0.68","0.67","0.89","","","0.80","0.86","1.13","","","1190.00","1276.00","1265.00",""
"Total Pulses","Gujarat","Total","17.62","13.10","11.25","13.20","14.27","27.01","17.93","15.47","20.22","21.72","1533.00","1368.00","1375.00","1532.00","1522.00"
"Total Pulses","Haryana","Kharif","0.82","0.32","0.28","0.42","0.56","0.55","0.16","0.19","0.38","0.41","667.00","504.00","684.00","901.00","725.00"
"Total Pulses","Haryana","Rabi","0.43","0.32","0.13","0.22","0.33","0.51","0.30","0.13","0.36","0.55","1188.00","937.00","1055.00","1598.00","1661.00"
"Total Pulses","Haryana","Summer","","0.45","0.06","0.09","","","0.34","0.05","0.08","","","749.00","780.00","936.00",""
"Total Pulses","Haryana","Total","1.25","1.09","0.47","0.74","0.89","1.06","0.80","0.37","0.82","0.96","847.00","732.00","796.00","1117.00","1071.00"
"Total Pulses","Himachal Pradesh","Kharif","0.28","0.15","0.16","0.17","0.27","0.47","0.16","0.16","0.20","0.27","1651.00","1060.00","1050.00","1206.00","1005.00"
